nb_avis,email,created_at,score,rating,prenom,ne_plus_contacter,adresse,ecarte,data_extra,note,updated_at,source,id,telephone,statut_meta,liste_id,entreprise,statut,ville,secteur,nom,site_web
845,,2026-09-14T14:46:35,15,4.8,,0,"
7 Rue Professeur Rollet, 69008 Lyon, France",0,"{""legacy_id"": 1514, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Cime+Transactions+Lyon/data=!4m7!3m6!1s0x47f4eaf79ecf8fa3:0x364d2068cb56c25f!8m2!3d45.7480639!4d4.8614494!16s%2Fg%2F1tf576_7!19sChIJo4_Pnvfq9EcRX8JWy2ggTTY?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:20:13"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_score"": 15, ""ia_opportunite"": 1, ""ia_signaux"": ""pas_https(+15)""}",,2026-09-17T12:02:04,legacy_maps,8545,+33627281348,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",146,Agence immobilière Cime Transactions Lyon,qualifie,Lyon,,Agence immobilière Cime Transactions Lyon,http://www.cime-transactions.com/fr/
1704,,2026-09-14T14:46:35,,4.1,,0,"
125 Rue Garibaldi, 69006 Lyon, France",1,"{""legacy_id"": 1513, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Immobili%C3%A8re+Lyon+-+Citya+Gerimmo-Gambetta/data=!4m7!3m6!1s0x47f4eaee32060769:0xe469486b433a517e!8m2!3d45.7639705!4d4.8516833!16s%2Fg%2F11byl8f7zq!19sChIJaQcGMu7q9EcRflE6Q2tIaeQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:20:13"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""citya.com = réseau Citya - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8544,+33472812850,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence Immobilière Lyon - Citya Gerimmo-Gambetta,qualifie,Lyon,,Agence Immobilière Lyon - Citya Gerimmo-Gambetta,https://www.citya.com/agences-immobilieres/lyon-6e-arrondissement-69006/620?utm_campaign=lyon_6e_arrondissement&utm_medium=gmb&utm_source=google
85,,2026-09-14T14:46:35,,5.0,,0,"
31 Cr Lafayette, 69006 Lyon, France",0,"{""legacy_id"": 1512, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/CENTURY+21+RIVE+GAUCHE+%7C+Agence+immobili%C3%A8re+%C3%A0+Lyon+6%C3%A8me/data=!4m7!3m6!1s0x47f4eb79520cfa31:0xe687ef8f1acce012!8m2!3d45.7637078!4d4.8465854!16s%2Fg%2F11jygk7b9n!19sChIJMfoMUnnr9EcREuDMGo_vh-Y?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:20:13"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""century21.com = réseau Century 21 - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8543,+33481062299,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,CENTURY 21 RIVE GAUCHE | Agence immobilière à Lyon 6ème,qualifie,Lyon,,CENTURY 21 RIVE GAUCHE | Agence immobilière à Lyon 6ème,http://www.century21-rg-lyon-6.com/?utm_source=google_business&utm_medium=bouton_fiche_agence&utm_campaign=century-21-rive-gauche
91058,,2026-09-14T14:46:35,,2.9,,0,"
119 Av. Maréchal de Saxe, 69003 Lyon, France",1,"{""legacy_id"": 1511, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Location-Syndic-Gestion+Locative+%7C+Lyon+%7C+Av.+Marechal+de+Saxe/data=!4m7!3m6!1s0x47f4ebfd722e8323:0x268a425d40aabba4!8m2!3d45.757813!4d4.846171!16s%2Fg%2F11s4chgm04!19sChIJI4Mucv3r9EcRpLuqQF1CiiY?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:19:26"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""foncia.com = réseau Foncia - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8542,+33437482000,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,FONCIA | Agence Immobilière | Location-Syndic-Gestion Locative | Lyon | Av. Marechal de Saxe,qualifie,Lyon,,FONCIA | Agence Immobilière | Location-Syndic-Gestion Locative | Lyon | Av. Marechal de Saxe,https://fr.foncia.com/agence-immobiliere/lyon-69003/agence-immobiliere/foncia-bouvet-bonnamour-6527
969,,2026-09-14T14:46:35,,3.9,,0,"
39 ter Rue de Marseille, 69007 Lyon, France",1,"{""legacy_id"": 1509, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Sixi%C3%A8me+Avenue+Immobilier+-+Lyon+7e+%2F+2e/data=!4m7!3m6!1s0x47f4ea45c3fcb5f3:0xbfd03156ca385702!8m2!3d45.7499731!4d4.8390959!16s%2Fg%2F11c0vygf6y!19sChIJ87X8w0Xq9EcRAlc4ylYx0L8?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:19:26"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""sixiemeavenue.com = réseau Sixième Avenue - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8540,+33472720806,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence Sixième Avenue Immobilier - Lyon 7e / 2e,qualifie,Lyon,,Agence Sixième Avenue Immobilier - Lyon 7e / 2e,https://www.sixiemeavenue.com/agences/lyon7/
1014,,2026-09-14T14:46:35,,4.0,,0,"
5 Cr Bayard, 69002 Lyon, France",1,"{""legacy_id"": 1506, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Immobili%C3%A8re+Lyon+-+Citya+Barioz/data=!4m7!3m6!1s0x47f4ea8afb41d03b:0x5808fedb5d6f329d!8m2!3d45.744676!4d4.8204842!16s%2Fg%2F11bcf311n1!19sChIJO9BB-4rq9EcRnTJvXdv-CFg?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:19:26"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""citya.com = réseau Citya - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8537,+33472757070,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence Immobilière Lyon - Citya Barioz,qualifie,Lyon,,Agence Immobilière Lyon - Citya Barioz,https://www.citya.com/nous-contacter/323?
241,,2026-09-14T14:46:35,,5.0,,0,"
15 Pl. Docteurs Charles et Christophe Mérieux, 69007 Lyon, France",0,"{""legacy_id"": 1505, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Guy+Hoquet+LYON+7+Sud/data=!4m7!3m6!1s0x47f4eb049b1596dd:0xc338f860d87d0f3a!8m2!3d45.7323925!4d4.8260352!16s%2Fg%2F11pylm525v!19sChIJ3ZYVmwTr9EcROg992GD4OMM?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:19:26"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""guy-hoquet.com = réseau Guy Hoquet - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8536,+33472200207,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence immobilière Guy Hoquet LYON 7 Sud,qualifie,Lyon,,Agence immobilière Guy Hoquet LYON 7 Sud,https://lyon-7-sud.guy-hoquet.com/
3121,,2026-09-14T14:46:35,25,3.3,,0,"
165 Rte de Vienne, 69008 Lyon, France",0,"{""legacy_id"": 1483, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/NOTRE+AGENCE+IMMO/data=!4m7!3m6!1s0x47f4ea1a7d100001:0xed0c061d8a46da0c!8m2!3d45.734101!4d4.853838!16s%2Fg%2F11gd215m_z!19sChIJAQAQfRrq9EcRDNpGih0GDO0?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:45"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_score"": 25, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_favicon(+5); no_og(+5)"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8516,+33472763344,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,NOTRE AGENCE IMMO,qualifie,Lyon,,NOTRE AGENCE IMMO,http://notreagenceimmo.com/
5141,,2026-09-14T14:46:35,,2.5,,0,"
31 Rue Louis Guérin, 69100 Villeurbanne, France",0,"{""legacy_id"": 1482, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/SEMCODA+-+Agence+Lyonnaise/data=!4m7!3m6!1s0x47f4ea96cc485185:0x7c55c5b690b310ee!8m2!3d45.7772638!4d4.8604309!16s%2Fg%2F1tczv8r2!19sChIJhVFIzJbq9EcR7hCzkLbFVXw?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:45"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""semcoda.com = bailleur social (SEMCODA) - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8515,+33478932192,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,SEMCODA - Agence Lyonnaise,qualifie,Lyon,,SEMCODA - Agence Lyonnaise,https://www.semcoda.com/espaces-accueil/agence-lyonnaise
130,,2026-09-14T14:46:35,,3.0,,0,"
2 Pl. Ambroise Courtois, 69008 Lyon, France",1,"{""legacy_id"": 1475, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Achat-Vente+%7C+Lyon+%7C+Pl.+Ambroise+Courtois/data=!4m7!3m6!1s0x47f4c1dfad316fe9:0x9cd6b792f60b3711!8m2!3d45.74496!4d4.87175!16s%2Fg%2F1tjt18nz!19sChIJ6W8xrd_B9EcRETcL9pK31pw?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""foncia.com = réseau Foncia - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8509,+33420983119,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,FONCIA | Agence Immobilière | Achat-Vente | Lyon | Pl. Ambroise Courtois,qualifie,Lyon,,FONCIA | Agence Immobilière | Achat-Vente | Lyon | Pl. Ambroise Courtois,https://fr.foncia.com/agence-immobiliere/lyon-69008/agence-immobiliere/foncia-transaction-lyon-8eme-1689
4605,,2026-09-14T14:46:35,,3.4,,0,"
132 Cr Charlemagne, 69002 Lyon, France",1,"{""legacy_id"": 1474, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Syndic-Gestion+Locative+%7C+Lyon+%7C+Cours+Charlemagne/data=!4m7!3m6!1s0x47f4eb39b61c31e1:0x66ba96bbecabb862!8m2!3d45.73957!4d4.81809!16s%2Fg%2F11j8zfyc48!19sChIJ4TEctjnr9EcRYrir7LuWumY?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 21:18:45"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""foncia.com = réseau Foncia - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8508,+33472562552,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,FONCIA | Agence Immobilière | Syndic-Gestion Locative | Lyon | Cours Charlemagne,qualifie,Lyon,,FONCIA | Agence Immobilière | Syndic-Gestion Locative | Lyon | Cours Charlemagne,https://fr.foncia.com/agence-immobiliere/lyon-69002/agence-immobiliere/foncia-confluence-3533
571,,2026-09-14T14:46:35,,4.5,,0,"
38 Rue Professeur Weill, 69006 Lyon, France",0,"{""legacy_id"": 1472, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Nestenn+Immobilier+Lyon+6/data=!4m7!3m6!1s0x47f4ea8bfda8999b:0x4704a8888337e18f!8m2!3d45.7672503!4d4.8564749!16s%2Fg%2F1v_w1qhr!19sChIJm5mo_Yvq9EcRj-E3g4ioBEc?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""nestenn.com = réseau Nestenn - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8506,+33472830511,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence Nestenn Immobilier Lyon 6,qualifie,Lyon,,Agence Nestenn Immobilier Lyon 6,https://immobilier-lyon.nestenn.com/
797,,2026-09-14T14:46:35,,4.7,,0,"
69 Rue de Trion, 69005 Lyon, France",1,"{""legacy_id"": 1471, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Orpi+Agence+de+la+place+lyon/data=!4m7!3m6!1s0x47f4eba4fee8db9f:0x1d814d1cb3be4f4a!8m2!3d45.7574059!4d4.8147796!16s%2Fg%2F1vqtg439!19sChIJn9vo_qTr9EcRSk--sxxNgR0?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""orpi.com = réseau ORPI - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8505,+33437460000,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Orpi Agence de la place lyon,qualifie,Lyon,,Orpi Agence de la place lyon,https://www.orpi.com/adlp/nous-contacter/
2876,,2026-09-14T14:46:35,,3.2,,0,"
264 Rue Garibaldi, 69003 Lyon, France",0,"{""legacy_id"": 1470, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Gestion+Locative+-+Syndic+-+Location+%7C+Lyon+%7C+R.+Garibaldi/data=!4m7!3m6!1s0x47f4ebd84457b5ff:0x9b584f381c33e64d!8m2!3d45.75391!4d4.85321!16s%2Fg%2F11ll7ds0yp!19sChIJ_7VXRNjr9EcRTeYzHDhPWJs?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 21:18:45"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""foncia.com = réseau Foncia - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8504,+33472845212,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,FONCIA | Agence Immobilière | Gestion Locative - Syndic - Location | Lyon | R. Garibaldi,qualifie,Lyon,,FONCIA | Agence Immobilière | Gestion Locative - Syndic - Location | Lyon | R. Garibaldi,https://fr.foncia.com/agence-immobiliere/lyon-69003/agence-immobiliere/foncia-saint-louis-5110
445,,2026-09-14T14:46:35,,4.4,,0,"
30 Rue Auguste Comte, 69002 Lyon, France",0,"{""legacy_id"": 1469, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Groupe+Mercure+-+Agence+Lyon-Rh%C3%B4ne+Alpes/data=!4m7!3m6!1s0x47f4ea4d81233bd9:0x2f3079bdb61cf13e!8m2!3d45.7544781!4d4.8307749!16s%2Fg%2F1tdd95sc!19sChIJ2TsjgU3q9EcRPvEctr15MC8?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""groupe-mercure.fr = réseau Groupe Mercure - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8503,+33478429492,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Groupe Mercure - Agence Lyon-Rhône Alpes,qualifie,Lyon,,Groupe Mercure - Agence Lyon-Rhône Alpes,https://www.groupe-mercure.fr/agences/agence-mercure-lyon-rhone-alpes/
7111,,2026-09-14T14:46:35,,4.7,,0,"
17 Rue de Belfort, 69004 Lyon, France",0,"{""legacy_id"": 1467, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Nestenn+Immobilier+Croix-Rousse,+Presqu%E2%80%99%C3%AEle+et+Caluire+et+Cuire/data=!4m7!3m6!1s0x47f4eae3ceedf5f3:0xd5b5ceb798723f25!8m2!3d45.7773412!4d4.8348166!16s%2Fg%2F1tfcskwf!19sChIJ8_XtzuPq9EcRJT9ymLfOtdU?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""nestenn.com = réseau Nestenn - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8501,+33482533509,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,"Agence Nestenn Immobilier Croix-Rousse, Presqu’île et Caluire et Cuire",qualifie,Lyon,,"Agence Nestenn Immobilier Croix-Rousse, Presqu’île et Caluire et Cuire",https://immobilier-lyon4.nestenn.com/
370,,2026-09-14T14:46:35,,4.3,,0,"
131 Cr Émile-Zola, 69100 Villeurbanne, France",1,"{""legacy_id"": 1464, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Lafor%C3%AAt+Villeurbanne/data=!4m7!3m6!1s0x47f4c0285ce3a9bd:0x9fe7ee7a00ed6142!8m2!3d45.7703795!4d4.8757522!16s%2Fg%2F1tcxtl87!19sChIJvanjXCjA9EcRQmHtAHru558?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""laforet.com = réseau Laforêt - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8498,+33478687878,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence immobilière Laforêt Villeurbanne,qualifie,Lyon,,Agence immobilière Laforêt Villeurbanne,https://www.laforet.com/agence-immobiliere/villeurbanne-republique?utm_source=google&utm_medium=mybusiness
110,,2026-09-14T14:46:35,0,5.0,,0,"
16 Rue du Commandant Faurax, 69006 Lyon, France",0,"{""legacy_id"": 1458, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Immobili%C3%A8re+YOUR+Immobilier+Neuf/data=!4m7!3m6!1s0x47f4eb33e9850c55:0x4e434727f3aa89bc!8m2!3d45.7751835!4d4.8451166!16s%2Fg%2F11kbz36dh8!19sChIJVQyF6TPr9EcRvImq8ydHQ04?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_score"": 0, ""ia_opportunite"": 1, ""ia_signaux"": ""Site moderne""}",,2026-09-17T12:02:04,legacy_maps,8492,+33698561383,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",146,Agence Immobilière YOUR Immobilier Neuf,qualifie,Lyon,,Agence Immobilière YOUR Immobilier Neuf,https://www.yourimmobilier.com/
8110,,2026-09-14T14:46:35,,4.8,,0,"
119 Bd de la Croix-Rousse, 69004 Lyon, France",0,"{""legacy_id"": 1456, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Guy+Hoquet+LYON+4+agence+immobili%C3%A8re+du+plateau/data=!4m7!3m6!1s0x47f4eb1cb9e8aca1:0xd35829ddfd4d0f46!8m2!3d45.774341!4d4.826906!16s%2Fg%2F1tf5j_2r!19sChIJoazouRzr9EcRRg9N_d0pWNM?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:44"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""guy-hoquet.com = réseau Guy Hoquet - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-17T12:02:04,legacy_maps,8490,+33472074600,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Guy Hoquet LYON 4 agence immobilière du plateau,qualifie,Lyon,,Guy Hoquet LYON 4 agence immobilière du plateau,https://lyon-4.guy-hoquet.com/
482,,2026-09-14T14:46:35,,4.4,,0,"
51 bis Av. Lacassagne, 69003 Lyon, France",1,"{""legacy_id"": 1454, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+l%27Adresse+Lyon+3/data=!4m7!3m6!1s0x47f4ea77f5fb7e45:0xdfba03bd63402745!8m2!3d45.7530176!4d4.8697812!16s%2Fg%2F1tf9s51_!19sChIJRX779Xfq9EcRRSdAY70Dut8?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:18:43"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""ladresse.com = réseau L'Adresse - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8488,+33472686521,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence immobilière l'Adresse Lyon 3,qualifie,Lyon,,Agence immobilière l'Adresse Lyon 3,https://www.ladresse.com/agence/l-adresse-lyon/350?utm_source=gmb
8528,,2026-09-14T14:46:35,,3.8,,0,"
42 Rue de l'Université, 69007 Lyon, France",1,"{""legacy_id"": 1453, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Immobili%C3%A8re+Lyon+-+Citya+Bourguignon+Palluat/data=!4m7!3m6!1s0x47f4ea587864b383:0xd7dce8ca141f844e!8m2!3d45.748674!4d4.842569!16s%2Fg%2F1wn_5g63!19sChIJg7NkeFjq9EcRToQfFMro3Nc?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-15 20:14:34"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""ia_opportunite"": 35, ""ia_signaux"": ""citya.com = réseau Citya - grand compte"", ""ia_reco"": ""a_verifier""}",,2026-09-16T16:27:35,legacy_maps,8487,+33472823960,"{""created_at"": ""2026-09-14T14:46:35"", ""source"": ""legacy_maps""}",144,Agence Immobilière Lyon - Citya Bourguignon Palluat,qualifie,Lyon,,Agence Immobilière Lyon - Citya Bourguignon Palluat,https://www.citya.com/nous-contacter/326?
